name,country,latitude,longitude,suburb,property_type,room_type,bed_type,price,number_of_reviews,rating,occupancy_30,occupancy_60,occupancy_90,occupancy_365
Exquisite apt. Open space and plently of light,Spain,41.39243,2.1747,Eixample,Apartment,Entire home/apt,Real Bed,150.0,4,10.0,1.0,1.0,1.0,0.7397260273972603
Central Apartment w Bosphorus&Hist. Peninsula View,Turkey,41.02752,28.97872,Karaköy,Apartment,Entire home/apt,Real Bed,390.0,16,10.0,0.0999999999999999,0.1999999999999999,0.1333333333333333,0.7863013698630137
Studio in the center of Porto for 4 people,Portugal,41.15133,-8.60636,Porto,Guest suite,Private room,Real Bed,150.0,2,10.0,0.9333333333333332,0.9666666666666668,0.9777777777777776,0.2465753424657534
Modern vintage and Spacious 1 Bedroom Apartment,Canada,45.51239,-73.55908,Downtown Montreal,Apartment,Entire home/apt,Real Bed,110.0,0,,1.0,1.0,1.0,1.0
Olympic Games,Brazil,-22.989971108927783,-43.35856376288552,Barra da Tijuca,Apartment,Private room,Real Bed,201.0,1,10.0,0.0333333333333333,0.0166666666666667,0.011111111111111,0.0027397260273972
Douro Virtudes in the historical city center,Portugal,41.14244,-8.61722,Porto,Apartment,Entire home/apt,Real Bed,80.0,14,10.0,0.4666666666666667,0.3,0.1999999999999999,0.0630136986301369
CHARMING APARTMENT IN MONTREAL FOR 4 PEOPLE,Canada,45.5122,-73.56208,Downtown Montreal,Apartment,Entire home/apt,Real Bed,60.0,39,9.0,0.7,0.4666666666666667,0.3666666666666667,0.7808219178082192
屯門西鐵獨立套房B房❤ 30 seconds to Tuen Mun WestRail❤ RoomB,Hong Kong,22.39716,113.97378,Hong Kong,Condominium,Entire home/apt,Real Bed,283.0,0,,1.0,1.0,1.0,0.6438356164383562
Appartement en face de Parc LaFontaine,Canada,45.52799,-73.56559,Le Plateau,Apartment,Entire home/apt,Real Bed,199.0,13,9.0,1.0,1.0,1.0,1.0
A quiet place in the middle of Wan Chai,Hong Kong,22.27705,114.17551,Wan Chai District,Apartment,Private room,Real Bed,502.0,0,,1.0,1.0,1.0,1.0
"Puamana 25B: Walk to Anini beach. Spacious, updated, affordable.",United States,22.22189,-159.46807,Kauaʻi,Condominium,Entire home/apt,Real Bed,222.0,0,,0.8666666666666667,0.8833333333333333,0.8111111111111111,0.4219178082191781
Makahuena Condo #2-203 - Spacious 3 Bedroom Condo with Pool,United States,21.86867,-159.4449,Kauaʻi,Condominium,Entire home/apt,Real Bed,334.0,1,,0.8333333333333334,0.85,0.8,0.5643835616438356
"Air conditioned comfort at breathtaking, oceanfront Poipu Shores 106A",United States,21.87045,-159.4472,Kauaʻi,Condominium,Entire home/apt,Real Bed,472.0,0,,1.0,1.0,1.0,1.0
Prince Edward Room for 1 person with lift ( 1d),Hong Kong,22.3276,114.16846,Sham Shui Po District,Apartment,Private room,Real Bed,204.0,0,,0.0333333333333333,0.0166666666666667,0.011111111111111,0.0027397260273972
Galata Ekonomik 1,Turkey,41.02763,28.97163,Beyoglu,Boutique hotel,Private room,Real Bed,158.0,14,10.0,0.0,0.0,0.0,0.0
"定安大厦单人间,近红磡#只接受女生#TO KWA WAN/ Girls Accepted Only",Hong Kong,22.31811,114.19081,Kowloon City,Condominium,Private room,Real Bed,220.0,9,9.0,1.0,1.0,1.0,1.0
Casa completa no Condomínio Mansões!,Brazil,-23.003707685043462,-43.41899665288906,Barra da Tijuca,House,Entire home/apt,Real Bed,500.0,8,10.0,0.5,0.3666666666666667,0.2444444444444444,0.0958904109589041
SUNNY DELIGHT ❤ double bedroom + balcony,Spain,41.38848,2.17317,Sant Pere/Santa Caterina,Apartment,Private room,Real Bed,60.0,15,10.0,0.4666666666666667,0.7333333333333334,0.8222222222222222,0.9561643835616438
"Appartement luxueux à partager en colocation chambre privée lit King,  internet WI FI  ,TV  votre chambre est au premier plancher moi  j habite à la mezzanine 2 eme plancher salle de bain et air commun salon cuisine à partager l appartenant la vue ses mag",Canada,45.43426,-73.69669,Lachine,Apartment,Private room,Real Bed,95.0,0,,0.0999999999999999,0.05,0.0333333333333333,0.0082191780821917
Acıbadem kadıköy,Turkey,41.00184,29.04929,Üsküdar,Condominium,Private room,Real Bed,58.0,0,,0.2333333333333332,0.1166666666666667,0.0777777777777777,0.7726027397260273
Casa da Ponte - Fontainhas Duplex,Portugal,41.14555,-8.60233,Porto,House,Entire home/apt,Real Bed,65.0,44,10.0,0.6333333333333333,0.3666666666666667,0.3111111111111111,0.1835616438356164
H4 Flat with an attic bedroom,Turkey,40.98713,29.0258,Moda,Apartment,Entire home/apt,Real Bed,132.0,10,10.0,1.0,0.9,0.8888888888888888,0.2191780821917808
COPA BEACH :),Brazil,-22.97805931377289,-43.19108109985895,Copacabana,Apartment,Entire home/apt,Real Bed,451.0,0,,0.2666666666666667,0.1333333333333333,0.0888888888888889,0.5287671232876712
House General Torres,Portugal,41.13685,-8.61044,Vila Nova de Gaia,Apartment,Entire home/apt,Real Bed,84.0,62,10.0,0.9333333333333332,0.8666666666666667,0.8222222222222222,0.7917808219178082
Casa do Pombal,Portugal,41.06131,-8.45309,Medas,House,Entire home/apt,Real Bed,300.0,3,10.0,0.4333333333333333,0.2166666666666666,0.1444444444444445,0.0575342465753424
59D 3 Bedroom 1 Bathroom Apartment Mountain View,Hong Kong,22.29495,113.95176,Hong Kong,Serviced apartment,Entire home/apt,Real Bed,1021.0,0,,0.2333333333333332,0.1166666666666667,0.0777777777777777,0.0191780821917808
"Aos pés da praia de Ipanema, compacto e econômico",Brazil,-22.986408245066123,-43.21183832660308,Ipanema,Loft,Entire home/apt,Real Bed,149.0,1,10.0,0.8,0.9,0.9333333333333332,0.9835616438356164
Cozy Luxury Apartment Downtown MTL,Canada,45.48968,-73.58246,Downtown Montreal,Condominium,Entire home/apt,Real Bed,81.0,2,10.0,0.0666666666666666,0.1833333333333333,0.4555555555555556,0.8438356164383561
A 2+1 fully furnished aparment with a cute balcony,Turkey,40.99558,29.02963,Kadıköy Merkezi,Apartment,Entire home/apt,Real Bed,142.0,4,9.0,0.3,0.6,0.7222222222222222,0.1917808219178082
Comfortable Private Studio,United States,22.22061,-159.47801,Kauaʻi,Apartment,Entire home/apt,Real Bed,96.0,186,9.0,0.9666666666666668,0.95,0.9222222222222224,0.9287671232876712
sahrayıcedit merkezi lokasyon ferah.,Turkey,40.98235,29.07697,Kadıköy,Apartment,Private room,Real Bed,174.0,1,10.0,0.0,0.0,0.0,0.0
Calm & Cozy 4BR with Parking,Canada,45.4977,-73.64205,Cote-des-Neiges,House,Entire home/apt,Real Bed,225.0,1,10.0,1.0,1.0,1.0,1.0
月租长租罗湖口岸火车站双地铁落地窗北欧一居室双床间,China,22.5345,114.12288,深圳市,Condominium,Entire home/apt,Real Bed,361.0,2,10.0,0.2666666666666667,0.1333333333333333,0.0888888888888889,0.0219178082191781
"Arty, Chic & Quiet Place in the Historical Center",Turkey,41.03157,28.94747,Fatih,Townhouse,Private room,Real Bed,90.0,4,9.0,0.0,0.0,0.0,0.0
Downtown Historic Apartments - 3S,Portugal,41.14578,-8.60221,Porto,Apartment,Entire home/apt,Real Bed,55.0,0,,0.4,0.5166666666666666,0.4777777777777777,0.1506849315068493
Stylish Plateau Mont-Royal,Canada,45.52579,-73.57803,Le Plateau-Mont-Royal,Apartment,Entire home/apt,Real Bed,220.0,7,10.0,1.0,1.0,1.0,0.8986301369863013
Darling Harbour Gem in Pyrmont Sydney,Australia,-33.87509,151.19699,Pyrmont,Apartment,Entire home/apt,Real Bed,139.0,48,10.0,1.0,0.8,0.5888888888888889,0.8465753424657534
Özel müstakil villa,Turkey,41.16868,29.04304,İstanbul,Villa,Entire home/apt,Real Bed,801.0,0,,1.0,0.7,0.4666666666666667,0.7506849315068493
Blue Sanctuary Queen Bedroom 2nd Floor,United States,21.36338,-157.84679,Kalihi Valley,House,Private room,Real Bed,45.0,27,9.0,1.0,1.0,0.9,0.9753424657534246
Exquisite Furnished 1-BR Studio,United States,40.77231,-73.95588,Manhattan,Apartment,Entire home/apt,Real Bed,108.0,6,9.0,1.0,0.9166666666666666,0.6111111111111112,0.1506849315068493
tripleRoomprivate,Portugal,41.15544,-8.62063,Porto,House,Private room,Real Bed,40.0,8,10.0,0.0,0.0,0.0,0.0
Apartment with 3 terraces in Porto,Portugal,41.17727,-8.5879,Porto,House,Entire home/apt,Real Bed,100.0,1,10.0,1.0,1.0,1.0,1.0
Enchanted Gràcia Loft with a Patio,Spain,41.40447,2.15063,Gràcia,Apartment,Entire home/apt,Real Bed,129.0,0,,0.0,0.0,0.0,0.0
Room in shared apartment,Spain,41.37794,2.145,Sants-Montjuïc,Apartment,Private room,Real Bed,25.0,2,,0.9666666666666668,0.85,0.9,0.9753424657534246
Blackandwhitehome Poble Nou Attic I,Spain,41.40255,2.20117,Sant Martí,Serviced apartment,Entire home/apt,Real Bed,135.0,4,10.0,0.9333333333333332,0.8166666666666667,0.7555555555555555,0.4191780821917809
NEW! Loft in Porto Center (close to Bolhão),Portugal,41.15036,-8.60273,Porto,Apartment,Entire home/apt,Real Bed,69.0,16,10.0,0.1333333333333333,0.1999999999999999,0.1999999999999999,0.2082191780821918
UTOPIA- Amiable Double Room for Happy Travellers !,Portugal,41.12771,-8.60854,Vila Nova de Gaia,Apartment,Private room,Real Bed,28.0,8,10.0,1.0,1.0,1.0,1.0
L Honoapiilani Condo #120993 *NO GUEST SERVICE FEE*,United States,20.95666,-156.68587,Napili/Honokowai,Condominium,Entire home/apt,Real Bed,310.0,0,,0.6,0.3666666666666667,0.3555555555555555,0.1232876712328767
Devesas Apartment,Portugal,41.12777,-8.62179,Vila Nova de Gaia,Apartment,Entire home/apt,Real Bed,85.0,19,10.0,0.0,0.0,0.0888888888888889,0.0219178082191781
Ótimo quarto p 1-2 moças.Próx UERJ/Maracanã/Centro,Brazil,-22.913544431538625,-43.2718506152968,Engenho Novo,Condominium,Private room,Real Bed,41.0,0,,1.0,1.0,1.0,0.5534246575342465
RAMBLAS 1,Spain,41.38394,2.1663,Ciutat Vella,Apartment,Entire home/apt,Real Bed,100.0,3,8.0,0.5,0.55,0.5666666666666667,0.2301369863013699
Sora Home-3  Qeen bed,United States,21.40908,-158.01012,Oʻahu,House,Private room,Real Bed,59.0,11,10.0,0.4,0.3333333333333333,0.2222222222222222,0.5616438356164384
HKU  STUDIO for  2.....(4c),Hong Kong,22.28754,114.13231,Shek Tong Tsui,Apartment,Entire home/apt,Real Bed,267.0,0,,0.0333333333333333,0.0166666666666667,0.011111111111111,0.0027397260273972
nice single room near unsw kingsford,Australia,-33.92315,151.23078,Kingsford,Condominium,Private room,Real Bed,70.0,0,,1.0,1.0,1.0,1.0
Moradia Igreja de Paranhos - 2,Portugal,41.17057,-8.60646,Porto,House,Private room,Real Bed,14.0,3,9.0,1.0,1.0,1.0,0.3698630136986301
Maison de ville moderne proche jardin Botanique,Canada,45.56223,-73.5769,Rosemont-La Petite-Patrie,Townhouse,Entire home/apt,Real Bed,160.0,2,8.0,1.0,1.0,1.0,1.0
Your Opo Vintage Apartments 2F,Portugal,41.1545,-8.60438,Porto,Serviced apartment,Entire home/apt,Real Bed,49.0,0,,0.5333333333333333,0.2666666666666667,0.2111111111111111,0.0575342465753424
Marriott’s Waikoloa Ocean Club,United States,21.27348,-157.8231,Honolulu,Villa,Private room,Real Bed,300.0,0,,0.0,0.0,0.0,0.0
B4旺角中心 港鐵巴士近在咫尺 乾淨舒適精裝修 獨立衛浴 雙人房,Hong Kong,22.32116,114.16829,Mong Kok,Serviced apartment,Private room,Real Bed,338.0,6,10.0,0.3666666666666667,0.3333333333333333,0.2222222222222222,0.8082191780821918
Quarto com ar e vista para terraço na Tijuca,Brazil,-22.92322135594837,-43.2212814243648,Tijuca,Apartment,Private room,Real Bed,56.0,2,10.0,1.0,1.0,1.0,1.0
Whale Beach Pittwater Views- By Escape Vacations,Australia,-33.60676,151.32739,Palm Beach,House,Entire home/apt,Real Bed,699.0,6,10.0,0.1666666666666666,0.1999999999999999,0.1333333333333333,0.1041095890410959
Santa Catarina Modern Flat,Portugal,41.15156,-8.60567,Porto,Apartment,Entire home/apt,Real Bed,70.0,15,10.0,0.0999999999999999,0.05,0.0333333333333333,0.0082191780821917
"Sunny and spacious loft, close to beach",Spain,41.3942,2.19483,La Vila Olímpica,Loft,Entire home/apt,Real Bed,85.0,2,10.0,1.0,1.0,1.0,0.9835616438356164
"Coastal Apartment with Cafes, Bars & Beach at Your Doorstep",Australia,-33.92142,151.25564,Coogee,Apartment,Entire home/apt,Real Bed,250.0,25,10.0,1.0,1.0,1.0,1.0
"NEW LISTING! Beautiful home w/ lanai, central location & easy beach access!",United States,22.20656,-159.49713,Kauaʻi,House,Entire home/apt,Real Bed,776.0,0,,1.0,1.0,0.9,0.6164383561643836
The Sewing Apartment | Cedofeita,Portugal,41.15119,-8.61822,Porto,Apartment,Entire home/apt,Real Bed,70.0,10,10.0,1.0,0.9166666666666666,0.6444444444444444,0.6054794520547946
Quarto moradia luxo,Portugal,41.00966,-8.50928,Sanguedo,House,Private room,Real Bed,13.0,1,2.0,0.0,0.0,0.0,0.0
Chambre entièrement rénovée au coeur de Montréal!,Canada,45.55324,-73.55393,Hochelaga-Maisonneuve,Apartment,Private room,Real Bed,46.0,0,,1.0,1.0,1.0,1.0
Alexandre Herculano Oporto Residence II,Portugal,41.14573,-8.60614,Porto,Apartment,Entire home/apt,Real Bed,85.0,1,10.0,0.0,0.0,0.0999999999999999,0.0246575342465753
Nice apt with sea view & balcony,Portugal,41.39707,-8.77599,Póvoa de Varzim,Apartment,Entire home/apt,Real Bed,72.0,1,10.0,0.0,0.0,0.0,0.0
Travel House,Turkey,41.00569,28.97529,Fatih,House,Private room,Real Bed,158.0,2,6.0,0.0333333333333333,0.0166666666666667,0.011111111111111,0.0027397260273972
Hamakua Hideaway Cliff House,United States,20.11839,-155.58062,Hamakua Coast,House,Entire home/apt,Real Bed,250.0,208,10.0,0.9333333333333332,0.8166666666666667,0.7222222222222222,0.2082191780821918
Be Happy in the Heart Of Montreal DT 1MIN to Metro,Canada,45.49394,-73.58131,Downtown Montreal,Apartment,Entire home/apt,Real Bed,79.0,16,10.0,0.3,0.2666666666666667,0.3777777777777777,0.8465753424657534
Newly Renovated Waikiki Studio with beautiful view,United States,21.28482,-157.83454,Oʻahu,Condominium,Entire home/apt,Real Bed,93.0,56,10.0,0.8,0.8,0.7777777777777778,0.7945205479452055
Single Room with Balcony in Center,Spain,41.38427,2.17952,El Born,Apartment,Private room,Real Bed,27.0,1,10.0,1.0,0.55,0.4222222222222223,0.8575342465753425
Grand Opening! 20th Flr. Apt. w/ View and Parking!,United States,21.28486,-157.83596,Oʻahu,Condominium,Entire home/apt,Real Bed,115.0,39,10.0,0.4333333333333333,0.2166666666666666,0.1444444444444445,0.7890410958904109
AMAZING OLD-PORT LOFT **SUPER HOST STATUS**,Canada,45.51031,-73.55364,Old Montreal,Loft,Entire home/apt,Real Bed,149.0,37,10.0,0.7333333333333334,0.5,0.3444444444444444,0.4465753424657535
Fort Greene brownstone 1BR- SUBLET,United States,40.69142,-73.97203,Fort Greene,Apartment,Entire home/apt,Real Bed,70.0,4,9.0,1.0,1.0,1.0,1.0
Peacefull single room in Dancing Flat,Turkey,41.05279,28.98097,Şişli,Apartment,Private room,Real Bed,58.0,3,9.0,1.0,1.0,1.0,0.2821917808219177
Logement de charme en plein cœur du Plateau,Canada,45.52531,-73.58125,Le Plateau,Apartment,Entire home/apt,Real Bed,140.0,4,9.0,1.0,1.0,1.0,0.8958904109589041
"Treetop Suite, Magical Location, Wonderful People",Australia,-33.88452,151.1729,Annandale/Leichhardt,House,Private room,Real Bed,71.0,12,10.0,0.8333333333333334,0.5,0.6666666666666667,0.9178082191780822
Ocean view Luxury updated 2 bedroom 2 ensuite bath,United States,20.71271,-156.44492,Kihei/Wailea,Condominium,Entire home/apt,Real Bed,169.0,20,9.0,0.8666666666666667,0.9,0.9,0.7452054794520548
(Hidden by Airbnb) ★Freitas 709★,Brazil,-22.96827522014027,-43.18298112387927,Copacabana,Apartment,Entire home/apt,Real Bed,97.0,2,9.0,0.5666666666666667,0.7833333333333333,0.8555555555555556,0.5726027397260274
U13 One-Bedroom Apartment 3-pax (Pyrmont St),Australia,-33.87332,151.19653,Pyrmont,Apartment,Entire home/apt,Real Bed,178.0,0,,0.5666666666666667,0.2833333333333333,0.2222222222222222,0.2273972602739725
Big comfortable room in BCN city center,Spain,41.38395,2.16621,El Raval,Apartment,Private room,Real Bed,49.0,15,9.0,0.3,0.3166666666666666,0.3888888888888888,0.6602739726027398
B:2BR for 6ppl 3mins to MongKok MTR,Hong Kong,22.31863,114.16932,Yau Tsim Mong,Apartment,Entire home/apt,Real Bed,754.0,196,9.0,0.8333333333333334,0.7166666666666667,0.5777777777777777,0.1561643835616438
Litlle room in a beautiful loft,Canada,45.54112,-73.60055,La Petite-Patrie,Apartment,Private room,Real Bed,35.0,2,10.0,0.0333333333333333,0.0166666666666667,0.011111111111111,0.7561643835616438
Charming studio with balcony in the middle of Soho,Hong Kong,22.28533,114.15335,Central & Western District,Apartment,Entire home/apt,Real Bed,997.0,11,10.0,1.0,0.9333333333333332,0.9555555555555556,0.989041095890411
Beşiktaşta Özel Oda,Turkey,41.04606,29.01307,Beşiktaş,Apartment,Private room,Real Bed,121.0,0,,0.0,0.0,0.0,0.0
Chambre lumineuse dans Villeray,Canada,45.53873,-73.62657,Villeray,Apartment,Private room,Real Bed,32.0,2,10.0,0.0333333333333333,0.0166666666666667,0.011111111111111,0.7561643835616438
Oporto Royal Apartment,Portugal,41.14567,-8.59848,Porto,Apartment,Entire home/apt,Real Bed,120.0,9,10.0,0.3,0.15,0.0999999999999999,0.0328767123287671
Cozy home!,Australia,-33.8802,151.14769,Annandale/Leichhardt,Apartment,Private room,Real Bed,37.0,1,,1.0,1.0,1.0,1.0
"Wailea Ekahi Village 28F- 1 Bedroom, Ocean View!!",United States,20.69808,-156.44098,Maui,Condominium,Entire home/apt,Real Bed,305.0,2,10.0,1.0,0.6833333333333333,0.5333333333333333,0.4904109589041096
The Back Corner,Australia,-33.96664,151.24884,Malabar,Cabin,Entire home/apt,Real Bed,70.0,14,10.0,0.6,0.3833333333333333,0.2555555555555555,0.8136986301369863
"Cosy and bright double room. El Born, Barcelona.",Spain,41.38763,2.1818,Sant Pere/Santa Caterina,Apartment,Private room,Real Bed,35.0,15,10.0,1.0,1.0,1.0,1.0
Renovated Federalist House with a Private Garden and Hot Tub,Australia,-33.8464,151.15249,Drummoyne,House,Entire home/apt,Real Bed,299.0,20,10.0,0.4333333333333333,0.2166666666666666,0.1444444444444445,0.7506849315068493
全新裝旺角朗豪坊對面2分鐘地鐵可住5人New Reno Apt 2 min Mongkok MTR,Hong Kong,22.31996,114.16791,Yau Tsim Mong,Apartment,Entire home/apt,Real Bed,903.0,44,10.0,0.8333333333333334,0.8,0.6555555555555556,0.8547945205479452
Room in Osmanbey,Turkey,41.0512,28.98504,Şişli,Apartment,Private room,Real Bed,90.0,5,10.0,0.0999999999999999,0.05,0.0333333333333333,0.5150684931506849
Private House Mindelo,Portugal,41.30549,-8.73177,Mindelo,House,Entire home/apt,Real Bed,195.0,4,10.0,0.0333333333333333,0.0166666666666667,0.011111111111111,0.1315068493150685
Confort et zénitude près du stade olympique,Canada,45.57491,-73.55022,Mercier-Hochelaga-Maisonneuve,Loft,Entire home/apt,Real Bed,75.0,11,10.0,1.0,1.0,1.0,1.0
Padawan Private Suite,United States,19.50217,-154.9195,Island of Hawaiʻi,House,Private room,Real Bed,25.0,11,10.0,0.5,0.25,0.1666666666666666,0.7945205479452055
Bondi Beach House,Australia,-33.88589,151.26985,Bondi Beach,Apartment,Private room,Real Bed,70.0,1,8.0,0.0,0.0,0.0,0.7506849315068493
Pili Mai 2L,United States,21.88376,-159.45861,Kauaʻi,Condominium,Entire home/apt,Real Bed,522.0,7,10.0,0.7333333333333334,0.7,0.5,0.3041095890410958
已租出,Hong Kong,22.35991,114.22315,Wong Tai Sin District,Apartment,Private room,Real Bed,188.0,0,,1.0,1.0,1.0,1.0
Wendy Anne Basement,Canada,45.48207,-73.63201,Cote-des-Neiges,House,Private room,Real Bed,46.0,1,10.0,1.0,1.0,1.0,0.3041095890410958
Quiet Private Room in Barcelona Gothic Quarter,Spain,41.38023,2.17685,El Gòtic,Bed and breakfast,Private room,Real Bed,45.0,8,10.0,0.0999999999999999,0.05,0.0333333333333333,0.0082191780821917
Makuu Palms Guest House Walk to Beach Park,United States,19.59112,-154.93593,Island of Hawaiʻi,House,Private room,Real Bed,90.0,14,10.0,0.6,0.4666666666666667,0.3333333333333333,0.8356164383561644
Lolla´s Ghuesthouse - Double Room with Balcony,Portugal,41.11993,-8.60823,Vila Nova de Gaia,Hostel,Private room,Real Bed,60.0,1,6.0,0.0,0.0,0.0,0.0684931506849315
''feel like home'' Central Flat,Turkey,41.04525,29.00018,Beşiktaş,Apartment,Private room,Real Bed,137.0,0,,0.0999999999999999,0.05,0.0333333333333333,0.7616438356164383
Hospital Sant Pau Apartamento 2 habitaciones,Spain,41.41175,2.17736,Sant Martí,Apartment,Entire home/apt,Real Bed,55.0,0,,1.0,0.9,0.6,0.147945205479452
Quarto moradia luxo,Portugal,41.00466,-8.52195,Sanguedo,House,Private room,Real Bed,15.0,0,,0.0,0.0,0.0,0.0
Cozy 2 Bedroom Apartment by the Lachine Canal,Canada,45.47431,-73.5827,Le Sud-Ouest,Apartment,Entire home/apt,Real Bed,75.0,18,10.0,0.6333333333333333,0.6333333333333333,0.7555555555555555,0.8
Spare Guest Rooms in a Resort-Style House,Australia,-33.76595,151.1443,Gordon,Villa,Private room,Real Bed,85.0,3,10.0,0.3,0.15,0.0999999999999999,0.0246575342465753
Shining view in the city heart 9,Portugal,41.14229,-8.61802,Porto,Apartment,Entire home/apt,Real Bed,55.0,4,10.0,0.7333333333333334,0.5666666666666667,0.5111111111111111,0.3780821917808219
Charmy 3 bedrooms apartment in Sarrià-Sant Gervasi,Spain,41.41128,2.14007,El Putget i Farró,Apartment,Entire home/apt,Real Bed,35.0,0,,1.0,1.0,1.0,0.904109589041096
São Lazaro Cosy Apartment ( Center),Portugal,41.14747,-8.60246,Porto,Apartment,Entire home/apt,Real Bed,38.0,13,9.0,0.8666666666666667,0.6833333333333333,0.7,0.4904109589041096
DUPLEX DELUX APARTMENT SAGRADA FAMILIA,Spain,41.39985,2.17331,Eixample,Apartment,Entire home/apt,Real Bed,55.0,0,,0.2666666666666667,0.1333333333333333,0.0888888888888889,0.2821917808219177
Huge 3 bedroom apartment Chatswood,Australia,-33.79566,151.19258,Chatswood,Serviced apartment,Entire home/apt,Real Bed,350.0,0,,0.0666666666666666,0.0333333333333333,0.0222222222222222,0.7561643835616438
ŞİŞLİ SQUARE CENTRAL HOUSE,Turkey,41.06116,28.988,Şişli,Apartment,Entire home/apt,Real Bed,121.0,48,10.0,0.2333333333333332,0.3333333333333333,0.2222222222222222,0.5205479452054795
Vintage apartment,Spain,41.39684,2.18089,Eixample,Apartment,Entire home/apt,Real Bed,100.0,0,,0.0,0.0,0.0,0.5068493150684932
★Charming apartment near the beach★private terrace,Portugal,41.15087,-8.67211,Porto,Apartment,Entire home/apt,Real Bed,89.0,3,10.0,0.0,0.0,0.0,0.0493150684931507
petite chambre sur le playeau mont royal,Canada,45.52293,-73.57857,Le Plateau-Mont-Royal,Bed and breakfast,Private room,Real Bed,31.0,1,10.0,0.0,0.0,0.0333333333333333,0.0246575342465753
North Point ...Room for 2 --- with lift  (2a),Hong Kong,22.29032,114.19977,North Point,Apartment,Private room,Real Bed,228.0,0,,0.6,0.3,0.1999999999999999,0.5561643835616439
NEW-Kamuela Luxury Resort Townhome on Kohala Coast,United States,19.94653,-155.85622,Island of Hawaiʻi,Townhouse,Entire home/apt,Real Bed,400.0,0,,0.7666666666666666,0.5333333333333333,0.3555555555555555,0.1698630136986301
Leme - 2 quartos  - portaria 24 horas,Brazil,-22.961917625695435,-43.16990793229011,Leme,Apartment,Entire home/apt,Real Bed,280.0,5,10.0,1.0,1.0,1.0,1.0
Waikiki Banyan Tower 2 Suite 3704 *No guest service fee*,United States,21.27413,-157.822,Honolulu,Condominium,Entire home/apt,Real Bed,307.0,0,,0.7,0.4666666666666667,0.4777777777777777,0.4191780821917809
Room in East Village with Private Entrance,United States,40.72534,-73.98591,Manhattan,Apartment,Private room,Real Bed,88.0,69,8.0,1.0,1.0,1.0,1.0
Stylish 2 BDR Apartment -Close to Redfern Station,Australia,-33.89472,151.19829,Redfern,Apartment,Entire home/apt,Real Bed,181.0,26,10.0,1.0,1.0,1.0,0.9808219178082191
On The Ramblas 4 Studio Apartment,Spain,41.37998,2.17552,Ciutat Vella,Apartment,Entire home/apt,Real Bed,80.0,3,9.0,1.0,1.0,1.0,1.0
Taksim !! Good location!! Venüs hotel,Turkey,41.03905,28.98354,Taksim,Hotel,Shared room,Real Bed,248.0,0,,0.0333333333333333,0.0166666666666667,0.011111111111111,0.5095890410958904
Nice room centr 6,Spain,41.39592,2.14869,Sant Gervasi - Galvany,Apartment,Private room,Real Bed,35.0,0,,0.1666666666666666,0.0833333333333333,0.0555555555555555,0.7671232876712328
Mya guest attic @ bahariye / kadıköy,Turkey,40.98724,29.03209,Moda,Loft,Entire home/apt,Real Bed,179.0,21,9.0,0.2333333333333332,0.1166666666666667,0.1111111111111111,0.0273972602739726
Fresh Cosy Flat w/ Balcony | 2 min Beach,Portugal,41.17908,-8.69027,Matosinhos,Apartment,Entire home/apt,Real Bed,39.0,11,10.0,0.7,0.85,0.9,0.3890410958904109
Bright 2 Bedroom Plateau - Mile End Laurier Metro,Canada,45.51961,-73.59376,Mile End,Apartment,Entire home/apt,Real Bed,110.0,7,9.0,1.0,1.0,1.0,1.0
Montreal subwayat the door/doubleroom,Canada,45.52836,-73.62583,Parc-Extension,Other,Private room,Real Bed,55.0,0,,1.0,1.0,0.8777777777777778,0.96986301369863
"Queen Studio, Full Kitchen 1.5 mins from the Beach",United States,21.27353,-157.82209,Honolulu,Condominium,Entire home/apt,Real Bed,138.0,9,10.0,0.4,0.3833333333333333,0.2555555555555555,0.0630136986301369
Habitacion Hermosa. Beautiful room in Barceloneta,Spain,41.37773,2.18998,La Barceloneta,Apartment,Private room,Real Bed,65.0,9,10.0,0.4,0.5666666666666667,0.4666666666666667,0.8684931506849315
Maison de ville parking et à 2 pas du métro,Canada,45.50961,-73.67172,Saint-Laurent,Townhouse,Private room,Real Bed,55.0,0,,1.0,1.0,1.0,0.7095890410958905
Your Amazing Vacation Apartment!,United States,40.8106,-73.94647,Manhattan,Apartment,Shared room,Couch,100.0,0,,1.0,1.0,1.0,1.0
Little Albion Guest House - Classic,Australia,-33.88328,151.21225,Surry Hills,Boutique hotel,Private room,Real Bed,249.0,2,10.0,0.0333333333333333,0.0166666666666667,0.011111111111111,0.0219178082191781
"Cozy seasonal apartment in  Eixample, city center.",Spain,41.38702,2.14352,L'Antiga Esquerra de l'Eixample,Apartment,Entire home/apt,Real Bed,120.0,0,,0.0,0.0,0.0,0.7534246575342466
Lolla´s Dream House - 1 Bedroom Loft Apartment,Portugal,41.16066,-8.60593,Porto,Apartment,Entire home/apt,Real Bed,99.0,3,10.0,0.0333333333333333,0.0166666666666667,0.011111111111111,0.0273972602739726
The Porto Concierge - Beach Cork Patio,Portugal,41.10953,-8.66133,Vila Nova de Gaia,Apartment,Entire home/apt,Real Bed,70.0,10,10.0,0.4,0.1999999999999999,0.1333333333333333,0.0328767123287671
Bakırköy metro geniş daire,Turkey,40.99264,28.87481,İstanbul ,Serviced apartment,Private room,Real Bed,179.0,0,,0.0666666666666666,0.0333333333333333,0.0222222222222222,0.0054794520547944
